lon,lat,type,loctype,address,north,south,east,west
-85.90938210000002,31.16461929999999,locality,approximate,"coffee springs, al 36318, usa",31.1737391,31.1589879,-85.901817,-85.91886699999999
-88.0897308,31.7579353,locality,approximate,"coffeeville, al 36524, usa",31.787553,31.742476,-88.06610590000001,-88.1063589
-87.6877882,33.2459512,locality,approximate,"coker, al 35452, usa",33.25829,33.2290141,-87.65585209999999,-87.703935
-85.86052509999999,34.2639821,locality,approximate,"collinsville, al 35961, usa",34.295884,34.2412681,-85.8333679,-85.8977659
-86.89477889999999,33.9387833,locality,approximate,"colony, al 35077, usa",33.960196,33.9231989,-86.870998,-86.92762499999999
-85.11159649999999,31.2926762,locality,approximate,"columbia, al 36319, usa",31.3086769,31.276302,-85.087643,-85.13953500000001
-86.6072054,33.1781718,locality,approximate,"columbiana, al 35051, usa",33.24169500000001,33.142364,-86.56383199999999,-86.6576099
-87.03110579999999,33.4676085,locality,approximate,"concord, al 35023, usa",33.4817169,33.4547151,-87.0169301,-87.0607078
-86.33136019999999,32.4979127,locality,approximate,"coosada, al, usa",32.5389129,32.467135,-86.30749709999999,-86.35904889999999
-87.18333489999999,33.7598291,locality,approximate,"cordova, al 35550, usa",33.7867619,33.7447321,-87.15733990000001,-87.2221139
-87.4565956,33.189202,locality,approximate,"cottondale, al, usa",33.1990889,33.178258,-87.4388004,-87.473462
-85.3015034,31.0537402,establishment,rooftop,"12769 cottonwood rd, cottonwood, al 36320, usa",31.0550891802915,31.0523912197085,-85.3001544197085,-85.30285238029151
-86.7186038,33.8214894,locality,approximate,"county line, al 35172, usa",33.83233200000001,33.8180721,-86.708979,-86.7487029
-87.3094649,34.6689794,locality,approximate,"courtland, al, usa",34.683357,34.659814,-87.28217300000001,-87.3617989
-85.3046549,31.2001772,locality,approximate,"cowarts, al, usa",31.223264,31.1814611,-85.2815689,-85.333147
-88.03972130000001,30.8918509,locality,approximate,"creola, al 36525, usa",30.916089,30.858977,-87.9573769,-88.056361
-85.99414,34.2875925,locality,approximate,"crossville, al 35962, usa",34.301815,34.2721498,-85.966933,-86.019999
-88.3764211,32.4281952,locality,approximate,"cuba, al 36907, usa",32.458287,32.422095,-88.359923,-88.3900781
-86.8436124,34.1748208,locality,approximate,"cullman, al, usa",34.25071,34.0996929,-86.77655209999999,-86.90072699999999
-88.296944,31.713611,locality,approximate,"cullomburg, al 36919, usa",31.7231025,31.7041186,-88.28093659999999,-88.3129514
-85.3057779,32.7848521,locality,approximate,"cusseta, al 36852, usa",32.7942322,32.775471,-85.2897705,-85.3217853
-85.76356919999999,32.831238,locality,approximate,"dadeville, al, usa",32.869591,32.8054719,-85.70653399999999,-85.817786
-85.7129908,31.3101719,locality,approximate,"daleville, al, usa",31.32849,31.2391969,-85.66560609999999,-85.7523889
-87.9036047,30.6035255,locality,approximate,"daphne, al, usa",30.67676789999999,30.569032,-87.8430448,-87.921667
-88.1144609,30.2537489,establishment,rooftop,"1011 bienville blvd, dauphin island, al 36528, usa",30.2550978802915,30.2523999197085,-88.11311191970849,-88.11580988029151
-85.6396783,33.0528992,locality,approximate,"daviston, al 36256, usa",33.077728,33.03351,-85.610871,-85.663287
-87.64195029999999,32.3509732,locality,approximate,"dayton, al, usa",32.3582749,32.343531,-87.6329349,-87.650145
-86.3958071,32.6081874,locality,approximate,"deatsville, al 36022, usa",32.6130969,32.5542431,-86.369243,-86.412522
-86.9833417,34.6059253,locality,approximate,"decatur, al, usa",34.6710099,34.487548,-86.8947149,-87.10556
-88.3556318,31.2285293,establishment,rooftop,"8484 deer park vinegar bend rd, vinegar bend, al 36584, usa",31.2298782802915,31.2271803197085,-88.35428281970849,-88.35698078029151
-85.69051499999999,33.4401108,locality,approximate,"delta, al 36258, usa",33.4494212,33.4307994,-85.6745076,-85.7065224
-87.83640199999999,32.5176361,locality,approximate,"demopolis, al, usa",32.532821,32.46595,-87.76196209999999,-87.8948609
-88.17003679999999,34.0281608,locality,approximate,"detroit, al 35552, usa",34.0384619,34.0204749,-88.154803,-88.184209
-86.8858343,34.0406562,locality,approximate,"dodge city, al, usa",34.0692679,34.018493,-86.8573509,-86.919415
-87.0902772,33.728717,locality,approximate,"dora, al, usa",33.7589679,33.6965748,-87.0578878,-87.113148
-85.3904888,31.2232313,locality,approximate,"dothan, al, usa",31.333962,31.12382999999999,-85.29432179999999,-85.518849
-87.40223859999999,34.1464916,locality,approximate,"double springs, al 35553, usa",34.173731,34.1223631,-87.3711709,-87.425226
-86.3235926,34.1737065,locality,approximate,"douglas, al, usa",34.187362,34.1585,-86.2874021,-86.354486
-86.36495819999999,31.4921084,locality,approximate,"dozier, al 36028, usa",31.515755,31.4841079,-86.355582,-86.39318279999999
-86.5460899,33.4910391,establishment,rooftop,"57095 al-25, leeds, al 35094, usa",33.4923880802915,33.4896901197085,-86.54474091970849,-86.54743888029151
-85.91691999999999,34.6109183,locality,approximate,"dutton, al 35744, usa",34.614562,34.5978261,-85.9006601,-85.922703
-87.0627468,31.0932339,locality,approximate,"east brewton, al 36426, usa",31.1099321,31.0731839,-87.0327969,-87.077017
-86.0037456,34.0122732,establishment,rooftop,"409 chestnut st #1b, gadsden, al 35901, usa",34.0136221802915,34.0109242197085,-86.0023966197085,-86.00509458029151
-86.03440789999999,32.6354093,locality,approximate,"eclectic, al 36024, usa",32.6744731,32.608848,-86.005606,-86.076194
-86.95777149999999,33.5267732,locality,approximate,"edgewater, al 35224, usa",33.5377181,33.516278,-86.94464,-86.97132409999999
-85.5091235,33.7073272,locality,approximate,"edwardsville, al, usa",33.7167648,33.695653,-85.4937109,-85.52393409999999
-86.902298,32.3182314,administrative_area_level_1,approximate,"alabama, usa",35.008028,30.144425,-84.888246,-88.4732269
-86.0677243,31.4146108,locality,approximate,"elba, al 36323, usa",31.456096,31.367909,-86.0127809,-86.127766
-87.59776149999999,30.4143646,locality,approximate,"elberta, al 36530, usa",30.42156,30.406952,-87.5807849,-87.60667300000001
-87.61723889999999,33.9228835,locality,approximate,"eldridge, al 35554, usa",33.9296281,33.911259,-87.60983879999999,-87.62726579999999
-86.9738959,34.9289743,locality,approximate,"elkmont, al 35620, usa",34.9376448,34.919736,-86.963527,-86.988625
-86.3149712,32.5387448,locality,approximate,"elmore, al, usa",32.5658,32.5196319,-86.300308,-86.34779999999999
-88.3144755,32.7292998,locality,approximate,"emelle, al 35459, usa",32.7336691,32.7217658,-88.31259,-88.3192431
-86.106808,32.4529972,establishment,rooftop,"905 emerald mountain pkwy, wetumpka, al 36093, usa",32.4543461802915,32.4516482197085,-86.10545901970849,-86.10815698029151
-85.85521609999999,31.3151708,locality,approximate,"enterprise, al 36330, usa",31.385786,31.261921,-85.777789,-85.889932
-88.1261339,32.6904114,locality,approximate,"epes, al 35460, usa",32.701951,32.681914,-88.1100489,-88.13980099999999
-88.21669910000001,33.4156743,locality,approximate,"ethelsville, al 35461, usa",33.419736,33.40852,-88.209442,-88.2226429
-85.1454876,31.8912717,locality,approximate,"eufaula, al, usa",32.0291221,31.781378,-85.0488249,-85.279866
-85.84743499999999,31.0399013,locality,approximate,"eunola, al 36340, usa",31.0469189,31.0286889,-85.8349169,-85.854773
-87.8875145,32.8406848,locality,approximate,"eutaw, al 35462, usa",32.878158,32.810556,-87.85907689999999,-87.940579
-86.758888,34.3323178,locality,approximate,"eva, al 35621, usa",34.353845,34.306557,-86.7228899,-86.7788219
-86.9545924,31.4341907,locality,approximate,"evergreen, al 36401, usa",31.4666919,31.4101901,-86.9233339,-87.00966500000001
-87.3413731,31.4279433,locality,approximate,"excel, al, usa",31.435501,31.412902,-87.32685599999999,-87.353901
-86.91193659999999,33.4859402,locality,approximate,"fairfield, al, usa",33.5002439,33.45085359999999,-86.90377099999999,-86.94206319999999
-88.060554,31.16893,locality,approximate,"fairford, al 36553, usa",31.1784768,31.1593822,-88.04454659999999,-88.0765614
-87.9033261,30.5229719,locality,approximate,"fairhope, al 36532, usa",30.582291,30.444446,-87.835409,-87.92547309999999
-86.68805189999999,34.2553741,locality,approximate,"fairview, al 35058, usa",34.26574799999999,34.228844,-86.66995279999999,-86.70398
-86.908616,34.3684295,locality,approximate,"falkville, al, usa",34.4043191,34.3629788,-86.88608699999999,-86.926154
-87.59389379999999,32.4598585,locality,approximate,"faunsdale, al 36738, usa",32.462119,32.4532309,-87.587426,-87.5978459
-87.8308522,33.6845539,locality,approximate,"fayette, al 35555, usa",33.73275,33.6545039,-87.80663799999999,-87.8551008
-86.4042173,33.1551697,establishment,rooftop,"5610 old fayetteville rd, sylacauga, al 35151, usa",33.15651868029151,33.15382071970851,-86.40286831970849,-86.4055662802915
-85.8889014,32.2165192,locality,approximate,"fitzpatrick, al 36029, usa",32.232042,32.1870211,-85.860152,-85.89994399999999
-85.3502251,33.0181788,locality,approximate,"five points, al 36855, usa",33.0246331,33.009998,-85.342658,-85.36063209999999
-87.260807,31.000182,locality,approximate,"flomaton, al 36441, usa",31.035793,30.996447,-87.2270379,-87.2846771
-86.3280018,31.00518,locality,approximate,"florala, al 36442, usa",31.0494939,30.993694,-86.271193,-86.35023000000001
-87.677251,34.79981,locality,approximate,"florence, al, usa",34.887619,34.778962,-87.575818,-87.7225189
-87.6835974,30.4065868,locality,approximate,"foley, al, usa",30.4728561,30.3298339,-87.602052,-87.750675
-86.8963819,33.5701054,locality,approximate,"forestdale, al, usa",33.611395,33.5477841,-86.867792,-86.933898
-87.8833475,32.6481893,locality,approximate,"forkland, al 36740, usa",32.665405,32.6288671,-87.8450599,-87.8889009
-86.5785856,31.9845929,locality,approximate,"fort deposit, al 36032, usa",32.000475,31.9712469,-86.5208859,-86.5946621
-85.7196893,34.4442547,locality,approximate,"fort payne, al, usa",34.5394841,34.3906829,-85.598721,-85.780271
-85.7153754,31.3400515,locality,approximate,"fort rucker, al, usa",31.385281,31.314073,-85.6756888,-85.7465249
-85.8024562,32.4784706,locality,approximate,"franklin, al 36083, usa",32.4792238,32.435434,-85.7852839,-85.82699900000001
-85.288094,32.989574,locality,approximate,"fredonia, al 36855, usa",32.9989325,32.9802145,-85.2720866,-85.3041014
-87.401375,31.4334985,locality,approximate,"frisco city, al 36445, usa",31.449973,31.4204121,-87.38658300000002,-87.420875
-88.40773689999999,31.3429195,locality,approximate,"fruitdale, al 36539, usa",31.3577931,31.3239811,-88.3825119,-88.444197
-85.4338442,33.7309382,locality,approximate,"fruithurst, al 36262, usa",33.738575,33.7220029,-85.420006,-85.44497100000001
-87.72722209999999,31.7884881,locality,approximate,"fulton, al, usa",31.8088799,31.7763209,-87.7129439,-87.7635288
-86.7967857,33.6102837,locality,approximate,"fultondale, al, usa",33.6805821,33.57880000000001,-86.739446,-86.848496
-85.90413950000001,34.446755,locality,approximate,"fyffe, al 35971, usa",34.473676,34.426414,-85.8717851,-85.9347909
-86.0066386,34.014264,locality,approximate,"gadsden, al, usa",34.0793818,33.946742,-85.934669,-86.1110839
-88.158914,32.8209639,locality,approximate,"gainesville, al 35464, usa",32.8295969,32.802734,-88.1497358,-88.16988900000001
-86.245256,33.9987084,locality,approximate,"gallant, al 35972, usa",34.0079584,33.9894574,-86.22924859999999,-86.26126339999999
-86.4841273,31.4068339,locality,approximate,"gantt, al 36421, usa",31.420361,31.398294,-86.47668589999999,-86.48947600000001
-86.7469414,34.0145436,locality,approximate,"garden city, al, usa",34.034348,33.99713,-86.737984,-86.757621
-86.8127702,33.6601033,locality,approximate,"gardendale, al, usa",33.7323758,33.6226021,-86.747734,-86.869907
-85.5569057,34.268426,locality,approximate,"gaylesville, al 35973, usa",34.2725601,34.261485,-85.550895,-85.566502
-88.30503209999999,32.8681857,locality,approximate,"geiger, al 35459, usa",32.874909,32.8593879,-88.30136110000001,-88.32578889999999
-85.8638242,31.0329572,locality,approximate,"geneva, al 36340, usa",31.087048,31.002001,-85.839719,-85.917436
-86.7419175,31.6371028,locality,approximate,"georgiana, al 36033, usa",31.6556141,31.618518,-86.7229851,-86.7783
-86.00080779999999,34.3514798,locality,approximate,"geraldine, al, usa",34.3779769,34.3378009,-85.984145,-86.0221239
-88.3214089,31.8770975,locality,approximate,"gilbertown, al 36908, usa",31.8870849,31.8697609,-88.3093289,-88.328431
-87.74168759999999,33.9151043,locality,approximate,"glen allen, al, usa",33.9377409,33.8269359,-87.6521099,-87.7592349
-85.93246979999999,33.957043,locality,approximate,"glencoe, al, usa",34.0046349,33.900098,-85.8861979,-85.98620199999999
-86.1713444,31.6646032,locality,approximate,"glenwood, al, usa",31.676099,31.659373,-86.16578899999999,-86.1809748
-85.7838493,33.0837311,locality,approximate,"goldville, al, usa",33.092233,33.075951,-85.773292,-85.7928378
-86.862231,34.1171572,locality,approximate,"good hope, al, usa",34.143881,34.0836439,-86.82762,-86.8922609
-86.0533013,33.065675,locality,approximate,"goodwater, al 35072, usa",33.0838989,33.0378989,-86.03356,-86.0699779
-87.9027962,33.3201178,locality,approximate,"gordo, al 35466, usa",33.3350109,33.3088119,-87.88747509999999,-87.91957409999999
-85.09659649999999,31.14129179999999,locality,approximate,"gordon, al 36343, usa",31.1613199,31.1316821,-85.075132,-85.1166179
-86.6963561,32.160026,locality,approximate,"gordonville, al 36040, usa",32.1669641,32.1237889,-86.6541819,-86.7354249
-86.1182882,31.7229352,locality,approximate,"goshen, al 36035, usa",31.732588,31.703541,-86.11319999999999,-86.1347661
-122.2942839,47.0528789,locality,approximate,"graham, wa 98338, usa",47.074846,46.9944199,-122.21792,-122.3388941
-88.3422303,30.4763084,locality,approximate,"grand bay, al 36541, usa",30.4936,30.45083199999999,-88.3095828,-88.3877409
-85.94996739999999,33.540939,colloquial_area,approximate,"grant town, munford, al 36268, usa",33.5502386,33.5316384,-85.93396,-85.9659748
-86.6394323,33.6481581,locality,approximate,"grayson valley, al 35235, usa",33.6639459,33.634157,-86.6266979,-86.6622029
-86.97138439999999,33.6206611,locality,approximate,"graysville, al, usa",33.7091689,33.6069221,-86.919056,-87.015773
-87.59583959999999,32.7045753,locality,approximate,"greensboro, al 36744, usa",32.7162731,32.6875239,-87.572777,-87.61202399999999
-86.6177517,31.8295972,locality,approximate,"greenville, al 36037, usa",31.91216099999999,31.801915,-86.573621,-86.7024299
-85.44798999999999,31.3046175,locality,approximate,"grimes, al, usa",31.311917,31.2900939,-85.4387799,-85.4604039
-87.77722179999999,31.7087681,locality,approximate,"grove hill, al 36451, usa",31.728887,31.6851609,-87.75520499999999,-87.79480889999999
-87.91474939999999,33.9656594,locality,approximate,"guin, al 35563, usa",34.0301609,33.9195421,-87.87615679999999,-87.9438639
-88.23750559999999,30.9954598,locality,approximate,"gulfcrest, al 36521, usa",31.005024,30.9858946,-88.2214982,-88.253513
-87.70081929999999,30.2460361,locality,approximate,"gulf shores, al, usa",30.3265501,30.2302301,-87.623193,-87.8017519
-86.29470409999999,34.3581473,locality,approximate,"guntersville, al, usa",34.4477039,34.2936211,-86.118937,-86.3715589
-86.3758201,34.7017558,locality,approximate,"gurley, al, usa",34.7270601,34.6729628,-86.3582299,-86.3953958
-87.8805816,33.960937,locality,approximate,"gu-win, al, usa",33.9672381,33.9157289,-87.85448889999999,-87.88579209999999
-87.8286423,34.27732,locality,approximate,"hackleburg, al 35564, usa",34.3111131,34.222313,-87.765146,-87.8966789
-85.9330114,33.0616704,church,rooftop,"9149 al-63, alexander city, al 35010, usa",33.06301938029149,33.06032141970849,-85.93166241970849,-85.93436038029151
